"ROUTE","Route of Travel","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"04","Transatlantic","1986","1986","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","23.7"
"04","Transatlantic","1987","1987","TMA04C1","Visitors to Ireland","Thousand","212"
"04","Transatlantic","1987","1987","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","12.9"
"04","Transatlantic","1987","1987","TMA04C3","Visits Abroad by Irish Residents","Thousand","74"
"04","Transatlantic","1987","1987","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","22.8"
"04","Transatlantic","1988","1988","TMA04C1","Visitors to Ireland","Thousand","214"
"04","Transatlantic","1988","1988","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","12.3"
"04","Transatlantic","1988","1988","TMA04C3","Visits Abroad by Irish Residents","Thousand","93"
"04","Transatlantic","1988","1988","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","20.5"
"04","Transatlantic","1989","1989","TMA04C1","Visitors to Ireland","Thousand","221"
"04","Transatlantic","1989","1989","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","12.8"
"04","Transatlantic","1989","1989","TMA04C3","Visits Abroad by Irish Residents","Thousand","94"
"04","Transatlantic","1989","1989","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","21.1"
"04","Transatlantic","1990","1990","TMA04C1","Visitors to Ireland","Thousand","215"
"04","Transatlantic","1990","1990","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","12.1"
"04","Transatlantic","1990","1990","TMA04C3","Visits Abroad by Irish Residents","Thousand","107"
"04","Transatlantic","1990","1990","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","18.3"
"04","Transatlantic","1991","1991","TMA04C1","Visitors to Ireland","Thousand","170"
"04","Transatlantic","1991","1991","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","12.6"
"04","Transatlantic","1991","1991","TMA04C3","Visits Abroad by Irish Residents","Thousand","102"
"04","Transatlantic","1991","1991","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","16.8"
"04","Transatlantic","1992","1992","TMA04C1","Visitors to Ireland","Thousand","193"
"04","Transatlantic","1992","1992","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","12.3"
"04","Transatlantic","1992","1992","TMA04C3","Visits Abroad by Irish Residents","Thousand","126"
"04","Transatlantic","1992","1992","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","14.6"
"04","Transatlantic","1993","1993","TMA04C1","Visitors to Ireland","Thousand","206"
"04","Transatlantic","1993","1993","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","11.7"
"04","Transatlantic","1993","1993","TMA04C3","Visits Abroad by Irish Residents","Thousand","142"
"04","Transatlantic","1993","1993","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","18.4"
"04","Transatlantic","1994","1994","TMA04C1","Visitors to Ireland","Thousand","242"
"04","Transatlantic","1994","1994","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","11.7"
"04","Transatlantic","1994","1994","TMA04C3","Visits Abroad by Irish Residents","Thousand","156"
"04","Transatlantic","1994","1994","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","19.7"
"04","Transatlantic","1995","1995","TMA04C1","Visitors to Ireland","Thousand","277"
"04","Transatlantic","1995","1995","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","11.6"
"04","Transatlantic","1995","1995","TMA04C3","Visits Abroad by Irish Residents","Thousand","146"
"04","Transatlantic","1995","1995","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","17.2"
"04","Transatlantic","1996","1996","TMA04C1","Visitors to Ireland","Thousand","330"
"04","Transatlantic","1996","1996","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","11.8"
"04","Transatlantic","1996","1996","TMA04C3","Visits Abroad by Irish Residents","Thousand","153"
"04","Transatlantic","1996","1996","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","17.2"
"04","Transatlantic","1997","1997","TMA04C1","Visitors to Ireland","Thousand","339"
"04","Transatlantic","1997","1997","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","11.3"
"04","Transatlantic","1997","1997","TMA04C3","Visits Abroad by Irish Residents","Thousand","161"
"04","Transatlantic","1997","1997","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","17.6"
"04","Transatlantic","1998","1998","TMA04C1","Visitors to Ireland","Thousand","419"
"04","Transatlantic","1998","1998","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","10.8"
"04","Transatlantic","1998","1998","TMA04C3","Visits Abroad by Irish Residents","Thousand","178"
"04","Transatlantic","1998","1998","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","17.3"
"04","Transatlantic","1999","1999","TMA04C1","Visitors to Ireland","Thousand","489"
"04","Transatlantic","1999","1999","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","10.5"
"04","Transatlantic","1999","1999","TMA04C3","Visits Abroad by Irish Residents","Thousand","227"
"04","Transatlantic","1999","1999","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","17.2"
"04","Transatlantic","2000","2000","TMA04C1","Visitors to Ireland","Thousand","560"
"04","Transatlantic","2000","2000","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","10.4"
"04","Transatlantic","2000","2000","TMA04C3","Visits Abroad by Irish Residents","Thousand","242"
"04","Transatlantic","2000","2000","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","16"
"04","Transatlantic","2001","2001","TMA04C1","Visitors to Ireland","Thousand","539"
"04","Transatlantic","2001","2001","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","10.3"
"04","Transatlantic","2001","2001","TMA04C3","Visits Abroad by Irish Residents","Thousand","243"
"04","Transatlantic","2001","2001","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","15.6"
"04","Transatlantic","2002","2002","TMA04C1","Visitors to Ireland","Thousand","484"
"04","Transatlantic","2002","2002","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","10.6"
"04","Transatlantic","2002","2002","TMA04C3","Visits Abroad by Irish Residents","Thousand","206"
"04","Transatlantic","2002","2002","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","16.6"
"04","Transatlantic","2003","2003","TMA04C1","Visitors to Ireland","Thousand","567"
"04","Transatlantic","2003","2003","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","10.9"
"04","Transatlantic","2003","2003","TMA04C3","Visits Abroad by Irish Residents","Thousand","259"
"04","Transatlantic","2003","2003","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","16.9"
"04","Transatlantic","2004","2004","TMA04C1","Visitors to Ireland","Thousand","561"
"04","Transatlantic","2004","2004","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","9.9"
"04","Transatlantic","2004","2004","TMA04C3","Visits Abroad by Irish Residents","Thousand","309"
"04","Transatlantic","2004","2004","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","14.3"
"04","Transatlantic","2005","2005","TMA04C1","Visitors to Ireland","Thousand","592"
"04","Transatlantic","2005","2005","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","10"
"04","Transatlantic","2005","2005","TMA04C3","Visits Abroad by Irish Residents","Thousand","357"
"04","Transatlantic","2005","2005","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","11.7"
"04","Transatlantic","2006","2006","TMA04C1","Visitors to Ireland","Thousand","645"
"04","Transatlantic","2006","2006","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","9.6"
"04","Transatlantic","2006","2006","TMA04C3","Visits Abroad by Irish Residents","Thousand","387"
"04","Transatlantic","2006","2006","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","10.9"
"04","Transatlantic","2007","2007","TMA04C1","Visitors to Ireland","Thousand","669"
"04","Transatlantic","2007","2007","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","9.5"
"04","Transatlantic","2007","2007","TMA04C3","Visits Abroad by Irish Residents","Thousand","441"
"04","Transatlantic","2007","2007","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","10.2"
"04","Transatlantic","2008","2008","TMA04C1","Visitors to Ireland","Thousand","603"
"04","Transatlantic","2008","2008","TMA04C2","Average Length of Stay by Visitors to Ireland","Nights","10.2"
"04","Transatlantic","2008","2008","TMA04C3","Visits Abroad by Irish Residents","Thousand","520"
"04","Transatlantic","2008","2008","TMA04C4","Average Length of Stay Abroad by Irish Residents","Nights","11"
