"ROUTE","Route of Travel","TLIST(Q1)","Quarter","STATISTIC","Statistic Label","UNIT","VALUE"
"02","Sea Cross Channel","20073","2007Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","108"
"02","Sea Cross Channel","20074","2007Q4","TMQ01C1","Visitors to Ireland","Thousand","162"
"02","Sea Cross Channel","20074","2007Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","75"
"02","Sea Cross Channel","20081","2008Q1","TMQ01C1","Visitors to Ireland","Thousand","141"
"02","Sea Cross Channel","20081","2008Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","67"
"02","Sea Cross Channel","20082","2008Q2","TMQ01C1","Visitors to Ireland","Thousand","258"
"02","Sea Cross Channel","20082","2008Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","89"
"02","Sea Cross Channel","20083","2008Q3","TMQ01C1","Visitors to Ireland","Thousand","353"
"02","Sea Cross Channel","20083","2008Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","129"
"02","Sea Cross Channel","20084","2008Q4","TMQ01C1","Visitors to Ireland","Thousand","138"
"02","Sea Cross Channel","20084","2008Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","73"
"03","Continental Europe","19851","1985Q1","TMQ01C1","Visitors to Ireland","Thousand","28"
"03","Continental Europe","19851","1985Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","41"
"03","Continental Europe","19852","1985Q2","TMQ01C1","Visitors to Ireland","Thousand","68"
"03","Continental Europe","19852","1985Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","101"
"03","Continental Europe","19853","1985Q3","TMQ01C1","Visitors to Ireland","Thousand","121"
"03","Continental Europe","19853","1985Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","140"
"03","Continental Europe","19854","1985Q4","TMQ01C1","Visitors to Ireland","Thousand","36"
"03","Continental Europe","19854","1985Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","46"
"03","Continental Europe","19861","1986Q1","TMQ01C1","Visitors to Ireland","Thousand","23"
"03","Continental Europe","19861","1986Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","45"
"03","Continental Europe","19862","1986Q2","TMQ01C1","Visitors to Ireland","Thousand","69"
"03","Continental Europe","19862","1986Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","102"
"03","Continental Europe","19863","1986Q3","TMQ01C1","Visitors to Ireland","Thousand","119"
"03","Continental Europe","19863","1986Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","153"
"03","Continental Europe","19864","1986Q4","TMQ01C1","Visitors to Ireland","Thousand","31"
"03","Continental Europe","19864","1986Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","50"
"03","Continental Europe","19871","1987Q1","TMQ01C1","Visitors to Ireland","Thousand","21"
"03","Continental Europe","19871","1987Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","41"
"03","Continental Europe","19872","1987Q2","TMQ01C1","Visitors to Ireland","Thousand","81"
"03","Continental Europe","19872","1987Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","132"
"03","Continental Europe","19873","1987Q3","TMQ01C1","Visitors to Ireland","Thousand","140"
"03","Continental Europe","19873","1987Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","178"
"03","Continental Europe","19874","1987Q4","TMQ01C1","Visitors to Ireland","Thousand","30"
"03","Continental Europe","19874","1987Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","58"
"03","Continental Europe","19881","1988Q1","TMQ01C1","Visitors to Ireland","Thousand","28"
"03","Continental Europe","19881","1988Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","45"
"03","Continental Europe","19882","1988Q2","TMQ01C1","Visitors to Ireland","Thousand","92"
"03","Continental Europe","19882","1988Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","143"
"03","Continental Europe","19883","1988Q3","TMQ01C1","Visitors to Ireland","Thousand","149"
"03","Continental Europe","19883","1988Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","227"
"03","Continental Europe","19884","1988Q4","TMQ01C1","Visitors to Ireland","Thousand","41"
"03","Continental Europe","19884","1988Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","68"
"03","Continental Europe","19891","1989Q1","TMQ01C1","Visitors to Ireland","Thousand","40"
"03","Continental Europe","19891","1989Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","58"
"03","Continental Europe","19892","1989Q2","TMQ01C1","Visitors to Ireland","Thousand","107"
"03","Continental Europe","19892","1989Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","142"
"03","Continental Europe","19893","1989Q3","TMQ01C1","Visitors to Ireland","Thousand","184"
"03","Continental Europe","19893","1989Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","216"
"03","Continental Europe","19894","1989Q4","TMQ01C1","Visitors to Ireland","Thousand","52"
"03","Continental Europe","19894","1989Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","60"
"03","Continental Europe","19901","1990Q1","TMQ01C1","Visitors to Ireland","Thousand","40"
"03","Continental Europe","19901","1990Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","49"
"03","Continental Europe","19902","1990Q2","TMQ01C1","Visitors to Ireland","Thousand","151"
"03","Continental Europe","19902","1990Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","136"
"03","Continental Europe","19903","1990Q3","TMQ01C1","Visitors to Ireland","Thousand","244"
"03","Continental Europe","19903","1990Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","183"
"03","Continental Europe","19904","1990Q4","TMQ01C1","Visitors to Ireland","Thousand","61"
"03","Continental Europe","19904","1990Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","56"
"03","Continental Europe","19911","1991Q1","TMQ01C1","Visitors to Ireland","Thousand","45"
"03","Continental Europe","19911","1991Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","58"
"03","Continental Europe","19912","1991Q2","TMQ01C1","Visitors to Ireland","Thousand","173"
"03","Continental Europe","19912","1991Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","115"
"03","Continental Europe","19913","1991Q3","TMQ01C1","Visitors to Ireland","Thousand","274"
"03","Continental Europe","19913","1991Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","183"
"03","Continental Europe","19914","1991Q4","TMQ01C1","Visitors to Ireland","Thousand","74"
"03","Continental Europe","19914","1991Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","62"
"03","Continental Europe","19921","1992Q1","TMQ01C1","Visitors to Ireland","Thousand","53"
"03","Continental Europe","19921","1992Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","52"
"03","Continental Europe","19922","1992Q2","TMQ01C1","Visitors to Ireland","Thousand","184"
"03","Continental Europe","19922","1992Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","147"
"03","Continental Europe","19923","1992Q3","TMQ01C1","Visitors to Ireland","Thousand","283"
"03","Continental Europe","19923","1992Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","216"
"03","Continental Europe","19924","1992Q4","TMQ01C1","Visitors to Ireland","Thousand","80"
"03","Continental Europe","19924","1992Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","66"
"03","Continental Europe","19931","1993Q1","TMQ01C1","Visitors to Ireland","Thousand","58"
"03","Continental Europe","19931","1993Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","68"
"03","Continental Europe","19932","1993Q2","TMQ01C1","Visitors to Ireland","Thousand","181"
"03","Continental Europe","19932","1993Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","162"
"03","Continental Europe","19933","1993Q3","TMQ01C1","Visitors to Ireland","Thousand","321"
"03","Continental Europe","19933","1993Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","220"
"03","Continental Europe","19934","1993Q4","TMQ01C1","Visitors to Ireland","Thousand","94"
"03","Continental Europe","19934","1993Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","67"
"03","Continental Europe","19941","1994Q1","TMQ01C1","Visitors to Ireland","Thousand","69"
"03","Continental Europe","19941","1994Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","69"
"03","Continental Europe","19942","1994Q2","TMQ01C1","Visitors to Ireland","Thousand","203"
"03","Continental Europe","19942","1994Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","184"
"03","Continental Europe","19943","1994Q3","TMQ01C1","Visitors to Ireland","Thousand","357"
"03","Continental Europe","19943","1994Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","250"
"03","Continental Europe","19944","1994Q4","TMQ01C1","Visitors to Ireland","Thousand","97"
"03","Continental Europe","19944","1994Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","86"
"03","Continental Europe","19951","1995Q1","TMQ01C1","Visitors to Ireland","Thousand","79"
"03","Continental Europe","19951","1995Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","81"
"03","Continental Europe","19952","1995Q2","TMQ01C1","Visitors to Ireland","Thousand","220"
"03","Continental Europe","19952","1995Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","216"
"03","Continental Europe","19953","1995Q3","TMQ01C1","Visitors to Ireland","Thousand","378"
"03","Continental Europe","19953","1995Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","291"
"03","Continental Europe","19954","1995Q4","TMQ01C1","Visitors to Ireland","Thousand","108"
"03","Continental Europe","19954","1995Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","101"
"03","Continental Europe","19961","1996Q1","TMQ01C1","Visitors to Ireland","Thousand","82"
"03","Continental Europe","19961","1996Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","107"
"03","Continental Europe","19962","1996Q2","TMQ01C1","Visitors to Ireland","Thousand","264"
"03","Continental Europe","19962","1996Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","225"
"03","Continental Europe","19963","1996Q3","TMQ01C1","Visitors to Ireland","Thousand","398"
"03","Continental Europe","19963","1996Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","289"
"03","Continental Europe","19964","1996Q4","TMQ01C1","Visitors to Ireland","Thousand","123"
"03","Continental Europe","19964","1996Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","103"
"03","Continental Europe","19971","1997Q1","TMQ01C1","Visitors to Ireland","Thousand","99"
"03","Continental Europe","19971","1997Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","117"
"03","Continental Europe","19972","1997Q2","TMQ01C1","Visitors to Ireland","Thousand","256"
"03","Continental Europe","19972","1997Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","239"
"03","Continental Europe","19973","1997Q3","TMQ01C1","Visitors to Ireland","Thousand","386"
"03","Continental Europe","19973","1997Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","331"
"03","Continental Europe","19974","1997Q4","TMQ01C1","Visitors to Ireland","Thousand","144"
"03","Continental Europe","19974","1997Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","142"
"03","Continental Europe","19981","1998Q1","TMQ01C1","Visitors to Ireland","Thousand","114"
"03","Continental Europe","19981","1998Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","147"
"03","Continental Europe","19982","1998Q2","TMQ01C1","Visitors to Ireland","Thousand","271"
"03","Continental Europe","19982","1998Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","304"
"03","Continental Europe","19983","1998Q3","TMQ01C1","Visitors to Ireland","Thousand","427"
"03","Continental Europe","19983","1998Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","389"
"03","Continental Europe","19984","1998Q4","TMQ01C1","Visitors to Ireland","Thousand","162"
"03","Continental Europe","19984","1998Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","182"
"03","Continental Europe","19991","1999Q1","TMQ01C1","Visitors to Ireland","Thousand","137"
"03","Continental Europe","19991","1999Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","202"
"03","Continental Europe","19992","1999Q2","TMQ01C1","Visitors to Ireland","Thousand","289"
"03","Continental Europe","19992","1999Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","375"
"03","Continental Europe","19993","1999Q3","TMQ01C1","Visitors to Ireland","Thousand","448"
"03","Continental Europe","19993","1999Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","476"
"03","Continental Europe","19994","1999Q4","TMQ01C1","Visitors to Ireland","Thousand","192"
"03","Continental Europe","19994","1999Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","224"
"03","Continental Europe","20001","2000Q1","TMQ01C1","Visitors to Ireland","Thousand","156"
"03","Continental Europe","20001","2000Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","229"
"03","Continental Europe","20002","2000Q2","TMQ01C1","Visitors to Ireland","Thousand","329"
"03","Continental Europe","20002","2000Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","459"
"03","Continental Europe","20003","2000Q3","TMQ01C1","Visitors to Ireland","Thousand","477"
"03","Continental Europe","20003","2000Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","596"
"03","Continental Europe","20004","2000Q4","TMQ01C1","Visitors to Ireland","Thousand","225"
"03","Continental Europe","20004","2000Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","266"
"03","Continental Europe","20011","2001Q1","TMQ01C1","Visitors to Ireland","Thousand","172"
"03","Continental Europe","20011","2001Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","282"
"03","Continental Europe","20012","2001Q2","TMQ01C1","Visitors to Ireland","Thousand","341"
"03","Continental Europe","20012","2001Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","547"
"03","Continental Europe","20013","2001Q3","TMQ01C1","Visitors to Ireland","Thousand","451"
"03","Continental Europe","20013","2001Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","722"
"03","Continental Europe","20014","2001Q4","TMQ01C1","Visitors to Ireland","Thousand","205"
"03","Continental Europe","20014","2001Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","313"
"03","Continental Europe","20021","2002Q1","TMQ01C1","Visitors to Ireland","Thousand","184"
"03","Continental Europe","20021","2002Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","340"
"03","Continental Europe","20022","2002Q2","TMQ01C1","Visitors to Ireland","Thousand","333"
"03","Continental Europe","20022","2002Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","613"
"03","Continental Europe","20023","2002Q3","TMQ01C1","Visitors to Ireland","Thousand","430"
"03","Continental Europe","20023","2002Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","848"
"03","Continental Europe","20024","2002Q4","TMQ01C1","Visitors to Ireland","Thousand","227"
"03","Continental Europe","20024","2002Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","388"
"03","Continental Europe","20031","2003Q1","TMQ01C1","Visitors to Ireland","Thousand","203"
"03","Continental Europe","20031","2003Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","391"
"03","Continental Europe","20032","2003Q2","TMQ01C1","Visitors to Ireland","Thousand","355"
"03","Continental Europe","20032","2003Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","717"
"03","Continental Europe","20033","2003Q3","TMQ01C1","Visitors to Ireland","Thousand","488"
"03","Continental Europe","20033","2003Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","892"
"03","Continental Europe","20034","2003Q4","TMQ01C1","Visitors to Ireland","Thousand","240"
"03","Continental Europe","20034","2003Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","438"
"03","Continental Europe","20041","2004Q1","TMQ01C1","Visitors to Ireland","Thousand","229"
"03","Continental Europe","20041","2004Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","432"
"03","Continental Europe","20042","2004Q2","TMQ01C1","Visitors to Ireland","Thousand","393"
"03","Continental Europe","20042","2004Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","773"
"03","Continental Europe","20043","2004Q3","TMQ01C1","Visitors to Ireland","Thousand","502"
"03","Continental Europe","20043","2004Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","1006"
"03","Continental Europe","20044","2004Q4","TMQ01C1","Visitors to Ireland","Thousand","285"
"03","Continental Europe","20044","2004Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","524"
"03","Continental Europe","20051","2005Q1","TMQ01C1","Visitors to Ireland","Thousand","287"
"03","Continental Europe","20051","2005Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","534"
"03","Continental Europe","20052","2005Q2","TMQ01C1","Visitors to Ireland","Thousand","462"
"03","Continental Europe","20052","2005Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","874"
"03","Continental Europe","20053","2005Q3","TMQ01C1","Visitors to Ireland","Thousand","561"
"03","Continental Europe","20053","2005Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","1183"
"03","Continental Europe","20054","2005Q4","TMQ01C1","Visitors to Ireland","Thousand","395"
"03","Continental Europe","20054","2005Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","614"
"03","Continental Europe","20061","2006Q1","TMQ01C1","Visitors to Ireland","Thousand","338"
"03","Continental Europe","20061","2006Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","656"
"03","Continental Europe","20062","2006Q2","TMQ01C1","Visitors to Ireland","Thousand","607"
"03","Continental Europe","20062","2006Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","1067"
"03","Continental Europe","20063","2006Q3","TMQ01C1","Visitors to Ireland","Thousand","730"
"03","Continental Europe","20063","2006Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","1363"
"03","Continental Europe","20064","2006Q4","TMQ01C1","Visitors to Ireland","Thousand","506"
"03","Continental Europe","20064","2006Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","781"
"03","Continental Europe","20071","2007Q1","TMQ01C1","Visitors to Ireland","Thousand","491"
"03","Continental Europe","20071","2007Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","841"
"03","Continental Europe","20072","2007Q2","TMQ01C1","Visitors to Ireland","Thousand","670"
"03","Continental Europe","20072","2007Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","1283"
"03","Continental Europe","20073","2007Q3","TMQ01C1","Visitors to Ireland","Thousand","854"
"03","Continental Europe","20073","2007Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","1548"
"03","Continental Europe","20074","2007Q4","TMQ01C1","Visitors to Ireland","Thousand","562"
"03","Continental Europe","20074","2007Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","908"
"03","Continental Europe","20081","2008Q1","TMQ01C1","Visitors to Ireland","Thousand","480"
"03","Continental Europe","20081","2008Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","944"
"03","Continental Europe","20082","2008Q2","TMQ01C1","Visitors to Ireland","Thousand","756"
"03","Continental Europe","20082","2008Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","1238"
"03","Continental Europe","20083","2008Q3","TMQ01C1","Visitors to Ireland","Thousand","836"
"03","Continental Europe","20083","2008Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","1544"
"03","Continental Europe","20084","2008Q4","TMQ01C1","Visitors to Ireland","Thousand","583"
"03","Continental Europe","20084","2008Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","806"
"04","Transatlantic","19851","1985Q1","TMQ01C1","Visitors to Ireland","Thousand","15"
"04","Transatlantic","19851","1985Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","5"
"04","Transatlantic","19852","1985Q2","TMQ01C1","Visitors to Ireland","Thousand","61"
"04","Transatlantic","19852","1985Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","15"
"04","Transatlantic","19853","1985Q3","TMQ01C1","Visitors to Ireland","Thousand","111"
"04","Transatlantic","19853","1985Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","26"
"04","Transatlantic","19854","1985Q4","TMQ01C1","Visitors to Ireland","Thousand","26"
"04","Transatlantic","19854","1985Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","8"
"04","Transatlantic","19861","1986Q1","TMQ01C1","Visitors to Ireland","Thousand","16"
"04","Transatlantic","19861","1986Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","6"
"04","Transatlantic","19862","1986Q2","TMQ01C1","Visitors to Ireland","Thousand","57"
"04","Transatlantic","19862","1986Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","20"
"04","Transatlantic","19863","1986Q3","TMQ01C1","Visitors to Ireland","Thousand","90"
"04","Transatlantic","19863","1986Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","32"
"04","Transatlantic","19864","1986Q4","TMQ01C1","Visitors to Ireland","Thousand","30"
"04","Transatlantic","19864","1986Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","13"
"04","Transatlantic","19871","1987Q1","TMQ01C1","Visitors to Ireland","Thousand","21"
"04","Transatlantic","19871","1987Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","6"
"04","Transatlantic","19872","1987Q2","TMQ01C1","Visitors to Ireland","Thousand","57"
"04","Transatlantic","19872","1987Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","21"
"04","Transatlantic","19873","1987Q3","TMQ01C1","Visitors to Ireland","Thousand","104"
"04","Transatlantic","19873","1987Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","33"
"04","Transatlantic","19874","1987Q4","TMQ01C1","Visitors to Ireland","Thousand","31"
"04","Transatlantic","19874","1987Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","13"
"04","Transatlantic","19881","1988Q1","TMQ01C1","Visitors to Ireland","Thousand","20"
"04","Transatlantic","19881","1988Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","13"
"04","Transatlantic","19882","1988Q2","TMQ01C1","Visitors to Ireland","Thousand","54"
"04","Transatlantic","19882","1988Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","27"
"04","Transatlantic","19883","1988Q3","TMQ01C1","Visitors to Ireland","Thousand","104"
"04","Transatlantic","19883","1988Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","36"
"04","Transatlantic","19884","1988Q4","TMQ01C1","Visitors to Ireland","Thousand","37"
"04","Transatlantic","19884","1988Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","17"
"04","Transatlantic","19891","1989Q1","TMQ01C1","Visitors to Ireland","Thousand","23"
"04","Transatlantic","19891","1989Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","12"
"04","Transatlantic","19892","1989Q2","TMQ01C1","Visitors to Ireland","Thousand","59"
"04","Transatlantic","19892","1989Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","27"
"04","Transatlantic","19893","1989Q3","TMQ01C1","Visitors to Ireland","Thousand","105"
"04","Transatlantic","19893","1989Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","37"
"04","Transatlantic","19894","1989Q4","TMQ01C1","Visitors to Ireland","Thousand","34"
"04","Transatlantic","19894","1989Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","18"
"04","Transatlantic","19901","1990Q1","TMQ01C1","Visitors to Ireland","Thousand","21"
"04","Transatlantic","19901","1990Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","15"
"04","Transatlantic","19902","1990Q2","TMQ01C1","Visitors to Ireland","Thousand","59"
"04","Transatlantic","19902","1990Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","29"
"04","Transatlantic","19903","1990Q3","TMQ01C1","Visitors to Ireland","Thousand","101"
"04","Transatlantic","19903","1990Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","44"
"04","Transatlantic","19904","1990Q4","TMQ01C1","Visitors to Ireland","Thousand","34"
"04","Transatlantic","19904","1990Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","19"
"04","Transatlantic","19911","1991Q1","TMQ01C1","Visitors to Ireland","Thousand","17"
"04","Transatlantic","19911","1991Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","15"
"04","Transatlantic","19912","1991Q2","TMQ01C1","Visitors to Ireland","Thousand","45"
"04","Transatlantic","19912","1991Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","26"
"04","Transatlantic","19913","1991Q3","TMQ01C1","Visitors to Ireland","Thousand","78"
"04","Transatlantic","19913","1991Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","44"
"04","Transatlantic","19914","1991Q4","TMQ01C1","Visitors to Ireland","Thousand","30"
"04","Transatlantic","19914","1991Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","18"
"04","Transatlantic","19921","1992Q1","TMQ01C1","Visitors to Ireland","Thousand","18"
"04","Transatlantic","19921","1992Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","17"
"04","Transatlantic","19922","1992Q2","TMQ01C1","Visitors to Ireland","Thousand","53"
"04","Transatlantic","19922","1992Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","34"
"04","Transatlantic","19923","1992Q3","TMQ01C1","Visitors to Ireland","Thousand","90"
"04","Transatlantic","19923","1992Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","51"
"04","Transatlantic","19924","1992Q4","TMQ01C1","Visitors to Ireland","Thousand","32"
"04","Transatlantic","19924","1992Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","24"
"04","Transatlantic","19931","1993Q1","TMQ01C1","Visitors to Ireland","Thousand","19"
"04","Transatlantic","19931","1993Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","19"
"04","Transatlantic","19932","1993Q2","TMQ01C1","Visitors to Ireland","Thousand","52"
"04","Transatlantic","19932","1993Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","37"
"04","Transatlantic","19933","1993Q3","TMQ01C1","Visitors to Ireland","Thousand","93"
"04","Transatlantic","19933","1993Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","58"
"04","Transatlantic","19934","1993Q4","TMQ01C1","Visitors to Ireland","Thousand","42"
"04","Transatlantic","19934","1993Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","27"
"04","Transatlantic","19941","1994Q1","TMQ01C1","Visitors to Ireland","Thousand","21"
"04","Transatlantic","19941","1994Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","22"
"04","Transatlantic","19942","1994Q2","TMQ01C1","Visitors to Ireland","Thousand","65"
"04","Transatlantic","19942","1994Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","48"
"04","Transatlantic","19943","1994Q3","TMQ01C1","Visitors to Ireland","Thousand","113"
"04","Transatlantic","19943","1994Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","57"
"04","Transatlantic","19944","1994Q4","TMQ01C1","Visitors to Ireland","Thousand","44"
"04","Transatlantic","19944","1994Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","29"
"04","Transatlantic","19951","1995Q1","TMQ01C1","Visitors to Ireland","Thousand","31"
"04","Transatlantic","19951","1995Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","23"
"04","Transatlantic","19952","1995Q2","TMQ01C1","Visitors to Ireland","Thousand","74"
"04","Transatlantic","19952","1995Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","40"
"04","Transatlantic","19953","1995Q3","TMQ01C1","Visitors to Ireland","Thousand","127"
"04","Transatlantic","19953","1995Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","51"
"04","Transatlantic","19954","1995Q4","TMQ01C1","Visitors to Ireland","Thousand","45"
"04","Transatlantic","19954","1995Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","32"
"04","Transatlantic","19961","1996Q1","TMQ01C1","Visitors to Ireland","Thousand","33"
