Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","724","Spain","5510","Production","02292","Raw milk of goats","2019","2019","t","535790","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02292","Raw milk of goats","2020","2020","100 g/An","2771","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02292","Raw milk of goats","2020","2020","t","523900","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02292","Raw milk of goats","2021","2021","100 g/An","2793","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02292","Raw milk of goats","2021","2021","t","519200","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02292","Raw milk of goats","2022","2022","100 g/An","2685","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02292","Raw milk of goats","2022","2022","t","482080","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2004","2004","100 g/An","1808","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2004","2004","t","410100","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2005","2005","100 g/An","1801","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2005","2005","t","407800","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2006","2006","100 g/An","1633","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2006","2006","t","424300","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2007","2007","100 g/An","1694","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2007","2007","t","414200","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2008","2008","100 g/An","1824","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2008","2008","t","441400","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2009","2009","100 g/An","1800","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2009","2009","t","506700","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2010","2010","100 g/An","1889","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2010","2010","t","585473.2","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2011","2011","100 g/An","1856","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2011","2011","t","519600","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2012","2012","100 g/An","1939","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2012","2012","t","552517","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2013","2013","100 g/An","2036","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2013","2013","t","600568","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2014","2014","100 g/An","1912","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2014","2014","t","592800","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2015","2015","100 g/An","2342","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2015","2015","t","560000","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2016","2016","100 g/An","2546","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2016","2016","t","566387","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2017","2017","100 g/An","2242","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2017","2017","t","544106","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2018","2018","100 g/An","2326","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2018","2018","t","566360","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2019","2019","100 g/An","2410","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2019","2019","t","563530","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2020","2020","100 g/An","2362","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2020","2020","t","556250","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2021","2021","100 g/An","2469","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2021","2021","t","560300","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5420","Yield","02291","Raw milk of sheep","2022","2022","100 g/An","2518","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","02291","Raw milk of sheep","2022","2022","t","545950","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2004","2004","t","13283","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2005","2005","t","13400","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2006","2006","t","13400","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2007","2007","t","13400","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2008","2008","t","13400","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2009","2009","t","13400","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2010","2010","t","13400","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2011","2011","t","13400","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2012","2012","t","13398.6","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2013","2013","t","13398.6","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2014","2014","t","13399.08","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2015","2015","t","24123.7","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2016","2016","t","22573.82","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2017","2017","t","25552.78","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2018","2018","t","23255.15","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2019","2019","t","15170","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2020","2020","t","21880","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22212","Skim milk and whey powder","2021","2021","t","20320","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2004","2004","t","1982048","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2005","2005","t","2219040","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2006","2006","t","1897040","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2007","2007","t","1683600","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2008","2008","t","2138172","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2009","2009","t","2038996","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2010","2010","t","2033200","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2011","2011","t","2134400","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2012","2012","t","2306532","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2013","2013","t","1937980","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2014","2014","t","2081639.39","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2015","2015","t","2016785.94","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2016","2016","t","2003172.69","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2017","2017","t","2164636.69","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2018","2018","t","1978504.67","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2019","2019","t","1954565.56","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2020","2020","t","2334167.78","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22110.02","Skim milk of cows","2021","2021","t","2275815.84","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2004","2004","t","11250","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2005","2005","t","7650","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2006","2006","t","7200","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2007","2007","t","7200","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2008","2008","t","8100","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2009","2009","t","8100","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2010","2010","t","3150","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2011","2011","t","1350","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2012","2012","t","8550","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2013","2013","t","11700","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2014","2014","t","7114.74","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2015","2015","t","16393.21","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2016","2016","t","15652.78","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2017","2017","t","16208.64","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2018","2018","t","18000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2019","2019","t","21000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2020","2020","t","30600","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.02","Skim milk, condensed","2021","2021","t","30043.03","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.02","Skim milk, evaporated","2010","2010","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.02","Skim milk, evaporated","2011","2011","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.02","Skim milk, evaporated","2012","2012","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.02","Skim milk, evaporated","2013","2013","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.02","Skim milk, evaporated","2014","2014","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.02","Skim milk, evaporated","2015","2015","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.02","Skim milk, evaporated","2016","2016","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.02","Skim milk, evaporated","2017","2017","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.02","Skim milk, evaporated","2018","2018","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2004","2004","t","13200","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2005","2005","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2006","2006","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2007","2007","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2008","2008","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2009","2009","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2010","2010","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2011","2011","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2012","2012","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2013","2013","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2014","2014","t","14000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2015","2015","t","25206.19","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2016","2016","t","23586.67","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2017","2017","t","26699.15","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2018","2018","t","24298.56","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2019","2019","t","14000","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2020","2020","t","11550","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22211","Whole milk powder","2021","2021","t","11600","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2004","2004","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2005","2005","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2006","2006","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2007","2007","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2008","2008","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2009","2009","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2010","2010","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2011","2011","t","28000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2012","2012","t","28000","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2013","2013","t","28000","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2014","2014","t","28000","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2015","2015","t","50412.39","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2016","2016","t","47173.35","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2017","2017","t","53398.3","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2018","2018","t","46698.49","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2019","2019","t","48170","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2020","2020","t","60300","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22222.01","Whole milk, condensed","2021","2021","t","61890","A","Official figure",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2004","2004","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2005","2005","t","22750","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2006","2006","t","22750","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2007","2007","t","22750","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2008","2008","t","15000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2009","2009","t","15000","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2010","2010","t","14900","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2011","2011","t","13500","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2012","2012","t","14866.5","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2013","2013","t","13500","E","Estimated value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2014","2014","t","13826.99","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2015","2015","t","14100.85","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2016","2016","t","14657.71","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2017","2017","t","15015.11","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2018","2018","t","15267.86","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2019","2019","t","14000","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2020","2020","t","15000","I","Imputed value",""
"QCL","Crops and livestock products","724","Spain","5510","Production","22221.01","Whole milk, evaporated","2021","2021","t","14625.01","I","Imputed value",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2004","2004","t","52000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2005","2005","t","45000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2006","2006","t","42000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2007","2007","t","38000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2008","2008","t","38470","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2009","2009","t","40790","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2010","2010","t","38380","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2011","2011","t","25360","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2012","2012","t","36770","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2013","2013","t","34710","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2014","2014","t","37560","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2015","2015","t","40330","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2016","2016","t","41040","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2017","2017","t","40240","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2018","2018","t","37590","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2019","2019","t","38370","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2020","2020","t","38690","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22241.01","Butter of cow milk","2021","2021","t","38450","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22230.04","Buttermilk, dry","2014","2014","t","323.86","I","Imputed value",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22230.04","Buttermilk, dry","2015","2015","t","556.03","I","Imputed value",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22230.04","Buttermilk, dry","2016","2016","t","431.81","I","Imputed value",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22230.04","Buttermilk, dry","2017","2017","t","200.96","I","Imputed value",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22230.04","Buttermilk, dry","2018","2018","t","6032.3","I","Imputed value",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22230.04","Buttermilk, dry","2019","2019","t","940","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22230.04","Buttermilk, dry","2020","2020","t","370","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22230.04","Buttermilk, dry","2021","2021","t","360","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22254","Cheese from milk of goats, fresh or processed","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22254","Cheese from milk of goats, fresh or processed","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22254","Cheese from milk of goats, fresh or processed","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2004","2004","t","117800","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2005","2005","t","118000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2006","2006","t","119000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2007","2007","t","108800","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2008","2008","t","114200","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2009","2009","t","107600","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2010","2010","t","103140","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2011","2011","t","103300","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2012","2012","t","101200","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2013","2013","t","90000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2014","2014","t","88120","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2015","2015","t","90240","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2016","2016","t","87200","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2017","2017","t","82700","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2018","2018","t","81800","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2019","2019","t","81700","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2020","2020","t","83480","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","22251.01","Cheese from whole cow milk","2021","2021","t","84200","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","02212","Raw milk of buffalo","2018","2018","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","02212","Raw milk of buffalo","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","02212","Raw milk of buffalo","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","02212","Raw milk of buffalo","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","02212","Raw milk of buffalo","2022","2022","t","0","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5420","Yield","02211","Raw milk of cattle","2004","2004","100 g/An","81124","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","02211","Raw milk of cattle","2004","2004","t","3275000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5420","Yield","02211","Raw milk of cattle","2005","2005","100 g/An","81574","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5510","Production","02211","Raw milk of cattle","2005","2005","t","3208000","A","Official figure",""
"QCL","Crops and livestock products","752","Sweden","5420","Yield","02211","Raw milk of cattle","2006","2006","100 g/An","81852","A","Official figure",""
